Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration(minutes),Total_Stops,Additional_Info,Price,type
Air India,21/03/2019,Delhi,Cochin,DEL → LKO → BOM → COK,0 days 12:20:00,19:15 22 Mar,1855,2 stops,No info,10703,business class
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,0 days 11:30:00,21:00,570,1 stop,No info,13727,business class
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,0 days 20:00:00,09:20 13 May,800,1 stop,No info,14388,business class
Air India,6/06/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,0 days 10:00:00,01:20 07 Jun,920,2 stops,No info,13033,business class
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,0 days 08:00:00,07:40 02 Mar,1420,1 stop,No info,22270,business class
IndiGo,27/05/2019,Delhi,Cochin,DEL → LKO → COK,0 days 21:50:00,03:35 28 May,345,1 stop,No info,6769,business class
Air Asia,24/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,0 days 15:10:00,23:30,500,2 stops,No info,5192,business class
Jet Airways,24/05/2019,Mumbai,Hyderabad,BOM → HYD,0 days 02:55:00,04:20,85,non-stop,In-flight meal not included,4995,economy class
IndiGo,1/03/2019,Chennai,Kolkata,MAA → CCU,0 days 07:55:00,10:15,140,non-stop,No info,8580,business class
Air India,15/06/2019,Delhi,Cochin,DEL → MAA → COK,0 days 12:30:00,09:25 16 Jun,1255,1 stop,No info,7480,business class
Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,0 days 08:20:00,11:20,180,non-stop,In-flight meal not included,5198,economy class
Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,0 days 09:40:00,19:00,560,2 stops,In-flight meal not included,10368,business class
Jet Airways,6/05/2019,Mumbai,Hyderabad,BOM → HYD,0 days 07:05:00,08:30,85,non-stop,No info,8040,business class
Jet Airways,9/03/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,0 days 08:20:00,04:25 10 Mar,1205,2 stops,No info,18909,business class
Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,0 days 07:00:00,05:25 02 Apr,1345,2 stops,No info,12849,business class
Air India,1/03/2019,Delhi,Cochin,DEL → BLR → COK,0 days 09:45:00,08:15 02 Mar,1350,1 stop,No info,22798,business class
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,0 days 08:25:00,18:15,590,1 stop,No info,14571,business class
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,0 days 14:05:00,08:15 07 Mar,1090,1 stop,In-flight meal not included,13502,business class
SpiceJet,27/03/2019,Chennai,Kolkata,MAA → CCU,0 days 17:45:00,20:05,140,non-stop,No check-in baggage included,3332,economy class
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 07:30:00,19:15,705,1 stop,No info,7354,business class
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,0 days 10:00:00,21:00,660,1 stop,No info,8073,economy class
IndiGo,21/03/2019,Mumbai,Hyderabad,BOM → HYD,0 days 09:10:00,10:35,85,non-stop,No info,4049,economy class
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,0 days 02:15:00,04:25 10 Mar,1570,1 stop,No info,15029,business class
Air India,24/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,0 days 09:45:00,09:25 25 Jun,1420,2 stops,No info,10975,business class
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → HYD → COK,0 days 07:10:00,22:30,920,1 stop,No info,7038,economy class
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,0 days 08:00:00,19:00,660,1 stop,No info,15554,business class
Air India,12/06/2019,Banglore,Delhi,BLR → DEL,0 days 21:05:00,23:55,170,non-stop,No info,5228,business class
IndiGo,1/06/2019,Delhi,Cochin,DEL → MAA → COK,0 days 02:00:00,07:25,325,1 stop,No info,5636,business class
Air India,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,0 days 12:00:00,07:40 28 Jun,1180,2 stops,No info,9653,business class
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,0 days 18:55:00,10:05 25 May,910,1 stop,In-flight meal not included,8586,business class
SpiceJet,21/05/2019,Mumbai,Hyderabad,BOM → HYD,0 days 13:15:00,14:45,90,non-stop,No info,2017,economy class
Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,0 days 20:20:00,23:25 25 May,1625,1 stop,No info,9345,business class
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,0 days 10:45:00,18:50 22 Mar,1925,2 stops,In-flight meal not included,9270,business class
Jet Airways,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,0 days 05:30:00,19:00,810,2 stops,No info,13292,business class
Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,0 days 17:35:00,19:45 28 Mar,1570,2 stops,In-flight meal not included,8098,business class
Air India,6/06/2019,Delhi,Cochin,DEL → MAA → COK,0 days 09:45:00,09:25 07 Jun,1420,1 stop,No info,7952,business class
IndiGo,12/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 18:35:00,01:30 13 Jun,415,1 stop,No info,5883,business class
Jet Airways,6/06/2019,Banglore,Delhi,BLR → DEL,0 days 19:50:00,22:50,180,non-stop,No info,8016,business class
SpiceJet,18/05/2019,Kolkata,Banglore,CCU → BLR,0 days 17:10:00,19:40,150,non-stop,No info,4174,economy class
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,0 days 07:05:00,22:30,925,1 stop,No info,10696,business class
Vistara,12/06/2019,Banglore,Delhi,BLR → DEL,0 days 17:00:00,19:35,155,non-stop,No info,4878,economy class
SpiceJet,1/04/2019,Banglore,Delhi,BLR → DEL,0 days 09:30:00,12:20,170,non-stop,No info,3971,economy class
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 19:00:00,01:30 04 Jun,390,1 stop,No info,7198,business class
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,0 days 20:25:00,22:05 07 May,1540,1 stop,In-flight meal not included,9314,economy class
SpiceJet,1/05/2019,Banglore,Delhi,BLR → DEL,0 days 09:30:00,12:20,170,non-stop,No info,4423,economy class
SpiceJet,6/04/2019,Kolkata,Banglore,CCU → BLR,0 days 06:55:00,09:30,155,non-stop,No check-in baggage included,3841,economy class
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,0 days 10:45:00,19:15,510,1 stop,No info,7154,economy class
Air India,15/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 07:00:00,19:15,735,1 stop,No info,9929,business class
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,0 days 11:40:00,19:15,455,1 stop,No info,8266,economy class
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 08:30:00,19:00,630,1 stop,No info,10877,business class
IndiGo,24/06/2019,Kolkata,Banglore,CCU → BLR,0 days 15:15:00,17:45,150,non-stop,No info,4804,economy class
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 11:30:00,21:00,570,1 stop,No info,13587,business class
IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,0 days 04:45:00,13:20,515,1 stop,No info,13611,business class
IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 09:15:00,01:30 07 Jun,975,1 stop,No info,6628,business class
IndiGo,12/06/2019,Delhi,Cochin,DEL → COK,0 days 14:25:00,17:40,195,non-stop,No info,5601,business class
SpiceJet,15/04/2019,Delhi,Cochin,DEL → MAA → COK,0 days 06:05:00,11:20,315,1 stop,No info,5583,economy class
IndiGo,21/05/2019,Banglore,Delhi,BLR → DEL,0 days 10:10:00,13:00,170,non-stop,No info,3943,economy class
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,0 days 04:00:00,06:50,170,non-stop,No info,4777,economy class
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,0 days 20:00:00,12:00 13 May,960,1 stop,In-flight meal not included,9663,economy class
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,0 days 05:30:00,04:25 02 Jun,1375,2 stops,In-flight meal not included,10368,business class
IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 18:35:00,01:30 16 Jun,415,1 stop,No info,5883,economy class
IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,0 days 11:30:00,14:05,155,non-stop,No info,4804,economy class
Vistara,03/03/2019,Banglore,New Delhi,BLR → DEL,0 days 16:00:00,18:35,155,non-stop,No info,13383,business class
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → HYD → COK,0 days 13:15:00,22:30,555,1 stop,No info,9646,business class
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,0 days 17:00:00,19:10 02 May,1570,1 stop,No info,11467,business class
Air Asia,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,0 days 22:40:00,10:40 13 May,720,1 stop,No info,5192,economy class
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,0 days 06:45:00,04:25 13 Jun,1300,2 stops,No info,13376,business class
Air Asia,03/03/2019,Banglore,New Delhi,BLR → DEL,0 days 23:25:00,02:10 07 Mar,165,non-stop,No info,6477,economy class
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,0 days 09:00:00,21:00,720,1 stop,No info,13727,business class
Vistara,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,0 days 17:00:00,20:20 19 May,1640,1 stop,No info,9555,business class
Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,0 days 19:10:00,19:00 25 Jun,1430,2 stops,No info,12819,business class
Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,0 days 10:25:00,22:55,750,1 stop,No info,12395,business class
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 19:15:00,04:25 16 Jun,550,1 stop,In-flight meal not included,10262,business class
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,0 days 08:25:00,20:45,740,1 stop,No info,14781,business class
Jet Airways,12/05/2019,Mumbai,Hyderabad,BOM → HYD,0 days 10:20:00,11:50,90,non-stop,No info,5678,business class
SpiceJet,15/05/2019,Kolkata,Banglore,CCU → IXB → BLR,0 days 15:55:00,21:25,330,1 stop,No info,7804,economy class
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 15:00:00,19:00 28 Jun,1680,1 stop,In-flight meal not included,10262,business class
Jet Airways,18/05/2019,Banglore,Delhi,BLR → DEL,0 days 19:50:00,22:50,180,non-stop,In-flight meal not included,5198,business class
IndiGo,3/05/2019,Mumbai,Hyderabad,BOM → HYD,0 days 06:25:00,07:55,90,non-stop,No info,4049,economy class
Air Asia,15/06/2019,Banglore,Delhi,BLR → DEL,0 days 11:10:00,13:55,165,non-stop,No info,3383,economy class
Air India,27/05/2019,Delhi,Cochin,DEL → BLR → COK,0 days 17:40:00,23:00,320,1 stop,No info,7174,business class
Air India,15/05/2019,Delhi,Cochin,DEL → BLR → COK,0 days 20:30:00,23:00 16 May,1590,1 stop,No info,8907,business class
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,0 days 09:40:00,12:35 02 Jun,1615,2 stops,No info,13014,business class
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,0 days 21:10:00,08:15 07 May,665,1 stop,No info,13584,business class
Air Asia,15/05/2019,Kolkata,Banglore,CCU → BLR,0 days 22:50:00,01:20 16 May,150,non-stop,No info,4107,economy class
Jet Airways,15/03/2019,Mumbai,Hyderabad,BOM → HYD,0 days 02:55:00,04:25,90,non-stop,In-flight meal not included,2071,economy class
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,0 days 20:55:00,04:25 10 May,450,1 stop,In-flight meal not included,12373,business class
Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → IXC → DEL,0 days 08:50:00,13:55 13 Mar,1745,2 stops,No info,13303,business class
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,0 days 16:30:00,10:05 13 Jun,1055,1 stop,In-flight meal not included,8529,economy class
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,0 days 18:55:00,19:50 07 Jun,1495,1 stop,No info,14571,business class
Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,0 days 23:05:00,04:25 29 May,1760,2 stops,No info,15129,business class
Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,0 days 08:20:00,11:20,180,non-stop,No info,8016,economy class
IndiGo,6/06/2019,Kolkata,Banglore,CCU → BLR,0 days 21:25:00,00:05 07 Jun,160,non-stop,No info,4804,economy class
Air India,09/03/2019,Banglore,New Delhi,BLR → HYD → DEL,0 days 06:50:00,12:15,325,1 stop,No info,5118,business class
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,0 days 08:25:00,08:15 19 May,1430,1 stop,In-flight meal not included,9663,business class
Air India,9/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,0 days 05:50:00,12:30 10 Jun,1840,2 stops,No info,12723,business class
GoAir,12/05/2019,Banglore,Delhi,BLR → DEL,0 days 20:55:00,23:40,165,non-stop,No info,3419,economy class
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,0 days 22:55:00,10:45 13 Mar,710,1 stop,In-flight meal not included,11087,business class
IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,0 days 22:15:00,00:50 13 Apr,155,non-stop,No info,4174,economy class
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 08:00:00,04:25 10 Jun,1225,1 stop,In-flight meal not included,10262,business class
Jet Airways,15/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,0 days 09:35:00,12:35 16 Jun,1620,2 stops,No info,12609,business class
Vistara,3/06/2019,Banglore,Delhi,BLR → DEL,0 days 07:00:00,09:40,160,non-stop,No info,4668,economy class
SpiceJet,24/05/2019,Mumbai,Hyderabad,BOM → HYD,0 days 22:45:00,00:15 25 May,90,non-stop,No check-in baggage included,1965,economy class
IndiGo,1/06/2019,Mumbai,Hyderabad,BOM → HYD,0 days 06:25:00,07:55,90,non-stop,No info,4049,economy class
Air India,12/04/2019,Kolkata,Banglore,CCU → BLR,0 days 14:15:00,16:45,150,non-stop,No info,5195,economy class
IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,0 days 20:20:00,22:55,155,non-stop,No info,4804,economy class
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,0 days 13:00:00,15:50,170,non-stop,No info,7648,economy class
IndiGo,3/05/2019,Chennai,Kolkata,MAA → CCU,0 days 07:55:00,10:15,140,non-stop,No info,3850,economy class
Air India,15/04/2019,Banglore,Delhi,BLR → DEL,0 days 10:00:00,12:45,165,non-stop,No info,6121,economy class
IndiGo,18/06/2019,Chennai,Kolkata,MAA → CCU,0 days 05:15:00,07:40,145,non-stop,No info,3540,economy class
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,0 days 05:45:00,11:25,340,1 stop,In-flight meal not included,9134,economy class
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,0 days 18:55:00,22:35 07 Jun,1660,1 stop,In-flight meal not included,10844,business class
IndiGo,3/06/2019,Chennai,Kolkata,MAA → CCU,0 days 22:05:00,00:25 04 Jun,140,non-stop,No info,5277,business class
IndiGo,6/04/2019,Delhi,Cochin,DEL → BOM → COK,0 days 16:00:00,21:00,300,1 stop,No info,5073,economy class
SpiceJet,24/06/2019,Kolkata,Banglore,CCU → BLR,0 days 06:55:00,09:30,155,non-stop,No check-in baggage included,3841,economy class
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 07:30:00,19:00,690,1 stop,No info,10877,business class
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,0 days 17:30:00,19:45 28 Mar,1575,1 stop,In-flight meal not included,5406,economy class
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,0 days 17:00:00,09:45 10 Jun,1005,1 stop,No info,14151,business class
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,0 days 18:25:00,12:35 04 Jun,1090,2 stops,No info,14237,business class
IndiGo,24/06/2019,Mumbai,Hyderabad,BOM → HYD,0 days 01:40:00,03:10,90,non-stop,No info,2754,economy class
Air India,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,0 days 07:00:00,20:25,805,1 stop,No info,11306,business class
Air Asia,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,0 days 22:40:00,10:40 02 May,720,1 stop,No info,5192,economy class
Vistara,12/06/2019,Chennai,Kolkata,MAA → CCU,0 days 07:05:00,09:20,135,non-stop,No info,3687,economy class
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 03:50:00,19:00,910,1 stop,No info,12192,business class
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,0 days 13:00:00,19:00,360,1 stop,In-flight meal not included,12898,business class
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 19:45:00,19:00 10 Jun,1395,1 stop,No info,14924,business class
SpiceJet,24/05/2019,Kolkata,Banglore,CCU → KNU → BLR,0 days 11:35:00,18:50,435,1 stop,No info,8479,economy class
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,0 days 14:00:00,01:30 28 May,690,1 stop,In-flight meal not included,6943,business class
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 06:40:00,19:15,755,1 stop,No info,7354,economy class
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 09:00:00,19:00,600,1 stop,No info,12192,business class
IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,0 days 21:15:00,00:15 04 May,180,non-stop,No info,3943,economy class
Jet Airways,6/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,0 days 19:10:00,19:00 07 May,1430,2 stops,No info,15129,business class
Vistara,9/04/2019,Banglore,Delhi,BLR → DEL,0 days 07:00:00,09:40,160,non-stop,No info,5403,economy class
Jet Airways,27/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,0 days 09:25:00,04:25 28 Jun,1140,2 stops,No info,13882,business class
Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM → HYD,0 days 19:35:00,21:05,90,non-stop,No info,5678,economy class
Vistara,27/04/2019,Banglore,Delhi,BLR → DEL,0 days 11:30:00,14:20,170,non-stop,No info,5403,economy class
Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,0 days 21:00:00,23:50,170,non-stop,No info,4878,economy class
IndiGo,27/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,0 days 06:40:00,21:20,880,2 stops,No info,6494,business class
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,0 days 01:30:00,04:15,165,non-stop,No info,4777,economy class
Air India,6/06/2019,Mumbai,Hyderabad,BOM → HYD,0 days 13:55:00,15:25,90,non-stop,No info,3625,economy class
Air India,1/04/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,0 days 12:00:00,18:30 02 Apr,1830,2 stops,No info,9258,economy class
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 13:00:00,19:00,360,1 stop,In-flight meal not included,10262,business class
Air India,01/03/2019,Banglore,New Delhi,BLR → CCU → BBI → HYD → VGA → DEL,0 days 05:50:00,11:20 02 Mar,1770,4 stops,Change airports,17686,business class
IndiGo,3/04/2019,Kolkata,Banglore,CCU → BLR,0 days 15:15:00,17:45,150,non-stop,No info,4174,economy class
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,0 days 10:20:00,01:30 22 May,910,1 stop,No info,7485,business class
Air India,18/05/2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,0 days 08:20:00,11:10 19 May,1610,2 stops,No info,11222,business class
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,0 days 17:00:00,21:05 02 May,1685,1 stop,No info,12121,business class
Air India,21/05/2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,0 days 08:20:00,18:30,610,2 stops,No info,10697,business class
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,0 days 11:30:00,19:00,450,1 stop,In-flight meal not included,12373,business class
SpiceJet,21/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,0 days 08:35:00,17:15,520,1 stop,No info,6381,business class
Jet Airways,6/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,0 days 17:55:00,04:25 08 Mar,2070,2 stops,No info,17072,business class
Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,0 days 09:40:00,12:35 10 Jun,1615,2 stops,In-flight meal not included,10368,business class
IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,0 days 18:25:00,21:20,175,non-stop,No info,4823,economy class
Air India,3/03/2019,Delhi,Cochin,DEL → BLR → COK,0 days 09:45:00,23:00,795,1 stop,No info,27282,business class
IndiGo,12/06/2019,Mumbai,Hyderabad,BOM → HYD,0 days 20:05:00,21:40,95,non-stop,No info,2227,economy class
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,0 days 00:40:00,03:25,165,non-stop,No info,4545,economy class
IndiGo,21/03/2019,Kolkata,Banglore,CCU → BLR,0 days 17:15:00,19:55,160,non-stop,No info,4148,economy class
IndiGo,12/03/2019,Kolkata,Banglore,CCU → BLR,0 days 15:10:00,17:45,155,non-stop,No info,4148,economy class
Air India,21/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,0 days 08:15:00,11:20 19 Mar,1625,2 stops,No info,7642,business class
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,0 days 16:00:00,12:35 04 Jun,1235,1 stop,In-flight meal not included,10262,business class
